,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
491,leona vicario,0,IR,1579664330,72,29.11,58.36,279.86,0.66
492,leona vicario,100,BR,1579664682,96,-29.51,-51.99,294.26,1.19
493,leona vicario,100,AO,1579664683,94,-11.55,20.78,292.6,3.54
494,leona vicario,100,BO,1579664683,98,-15.5,-67.88,293.83,0.59
495,leona vicario,64,BF,1579664683,27,12.07,1.79,295.84,3.7
496,leona vicario,17,NE,1579664328,17,18.74,7.39,293.17,7.03
497,leona vicario,100,CN,1579664229,93,49.6,117.43,254.93,3.02
498,leona vicario,84,PT,1579664378,64,40.16,-8.33,284.82,3.13
499,leona vicario,100,CA,1579664683,98,53.4,-117.59,269.2,0.91
500,leona vicario,90,US,1579664683,74,41.12,-100.77,275.15,3.1
501,leona vicario,100,TZ,1579664683,92,-7.25,35.07,294.0,0.86
502,leona vicario,98,RU,1579664684,82,58.46,36.41,271.97,5.77
503,leona vicario,90,US,1579664684,86,36.68,-101.48,277.15,10.8
504,leona vicario,40,IN,1579664684,93,12.97,77.23,295.37,3.1
505,leona vicario,79,BR,1579664684,97,-19.39,-40.07,296.03,3.13
506,leona vicario,100,CA,1579664684,79,43.75,-81.72,272.59,1.79
507,leona vicario,1,US,1579664498,79,42.04,-87.69,270.37,3.6
508,leona vicario,90,AU,1579664149,59,-33.87,121.9,290.15,9.8
509,leona vicario,100,BR,1579664685,88,-21.64,-41.05,295.94,2.42
510,leona vicario,100,RU,1579664685,95,52.9,56.39,267.75,7.19
511,leona vicario,90,CA,1579664685,92,55.28,-114.77,265.15,1.5
512,leona vicario,67,IR,1579664685,90,32.03,51.88,270.76,0.92
513,leona vicario,0,NP,1579664685,42,28.23,83.98,286.45,0.79
514,leona vicario,100,KZ,1579664685,93,43.91,67.25,266.14,4.73
515,leona vicario,100,RU,1579664018,96,69.38,178.42,249.11,3.17
516,leona vicario,0,ZA,1579664686,94,-31.67,18.5,287.56,0.63
517,leona vicario,75,JP,1579664375,60,26.18,127.76,295.15,4.6
518,leona vicario,93,NC,1579664687,64,-20.57,164.28,297.83,1.87
519,leona vicario,0,PK,1579664687,90,32.93,72.42,279.11,0.94
520,leona vicario,100,US,1579664512,66,33.43,-94.05,277.59,3.21
521,leona vicario,80,GB,1579664687,93,53.26,-4.31,282.04,0.5
522,leona vicario,100,NZ,1579664687,68,-36.8,174.75,295.93,5.1
523,leona vicario,90,CA,1579664687,78,48.83,-67.52,263.15,5.1
524,leona vicario,100,RU,1579664687,93,65.85,74.49,256.56,8.45
525,leona vicario,75,MZ,1579664344,88,-17.88,36.89,296.15,3.1
526,leona vicario,100,RU,1579664688,98,67.8,130.41,244.03,0.33
527,leona vicario,20,AO,1579664237,83,-8.84,13.23,300.15,2.6
528,leona vicario,100,RU,1579664217,96,65.58,-171.0,256.3,3.38
529,leona vicario,11,RU,1579664688,78,50.37,103.29,254.26,1.34
530,leona vicario,4,ID,1579664688,53,-0.89,119.87,302.3,1.96
531,leona vicario,100,BR,1579664688,96,-3.56,-41.09,296.16,0.36
532,leona vicario,20,NP,1579664688,87,28.04,85.09,279.15,0.5
533,leona vicario,0,NG,1579664688,24,12.93,5.2,293.17,5.21
534,leona vicario,2,RO,1579664688,84,45.18,25.67,275.93,0.86
535,leona vicario,100,SR,1579664689,89,5.88,-55.08,297.04,3.13
536,leona vicario,76,SO,1579664689,64,11.28,49.18,297.8,5.23
537,leona vicario,90,NA,1579664689,93,-22.96,14.51,290.93,1.5
538,leona vicario,96,BR,1579664204,82,-17.71,-39.25,299.67,8.87
539,leona vicario,92,PH,1579664689,59,15.6,120.98,300.18,0.35
540,leona vicario,20,IN,1579664689,83,11.87,75.36,297.15,3.1
541,leona vicario,47,MG,1579664689,83,-25.17,45.05,293.74,6.86
542,leona vicario,9,ZA,1579664370,94,-30.74,30.45,290.06,1.76
543,leona vicario,1,US,1579664168,78,45.02,-93.22,265.37,5.7
544,leona vicario,90,US,1579664682,79,34.77,-92.3,272.59,3.6
545,leona vicario,0,CN,1579664371,43,36.62,101.77,266.58,2.53
546,leona vicario,90,US,1579664007,75,64.84,-147.72,249.26,0.31
547,leona vicario,100,CO,1579664690,83,-0.19,-74.78,297.24,0.98
548,leona vicario,75,FI,1579664690,74,62.58,29.75,273.15,6.2
549,leona vicario,100,NZ,1579664236,71,-45.87,170.5,293.71,8.28
550,leona vicario,40,AU,1579664356,74,-16.92,145.77,307.04,5.1
551,leona vicario,100,ZM,1579664691,99,-13.46,25.83,291.4,2.46
552,leona vicario,100,RU,1579664691,91,52.73,32.23,276.09,7.29
553,leona vicario,75,CA,1579664359,92,54.78,-127.17,268.15,1.5
554,leona vicario,100,BR,1579664691,85,-6.98,-34.83,298.96,1.36
555,leona vicario,100,KZ,1579664691,93,48.68,71.64,262.07,7.35
556,leona vicario,17,MX,1579664691,64,20.97,-87.19,294.82,5.36
