,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
89,Chui,3,UY,1580012519,80,-33.7,-53.46,18.66,2.44
90,Egvekinot,67,RU,1580012519,89,66.32,-179.17,-20.97,2.17
91,Yellowknife,90,CA,1580012519,85,62.46,-114.35,-12.0,2.6
92,Rocha,0,UY,1580012329,78,-34.48,-54.33,15.66,2.02
93,Kapaa,40,US,1580012233,69,22.08,-159.32,26.0,2.1
94,Bethel,75,US,1580012520,100,41.37,-73.41,7.22,3.1
95,Soe,55,ID,1580012520,61,-9.86,124.28,30.99,2.26
96,Esim,53,GH,1580012520,92,4.87,-2.24,23.66,0.72
97,Tarskoye,0,RU,1580012520,92,42.97,44.77,-9.0,3.0
98,Tiksi,0,RU,1580012280,67,71.69,128.87,-33.39,2.32
99,Burkburnett,1,US,1580012520,87,34.1,-98.57,13.0,3.1
100,Saldanha,83,ZA,1580012520,87,-33.01,17.94,16.0,1.0
101,Itamaraju,100,BR,1580012521,97,-17.04,-39.53,23.11,1.45
102,New Norfolk,99,AU,1580012254,35,-42.78,147.06,22.0,9.3
103,Half Moon Bay,90,US,1580012521,100,37.46,-122.43,16.11,2.36
104,Kahului,20,US,1580012302,57,20.89,-156.47,27.0,6.7
105,Cidreira,74,BR,1580012411,68,-30.18,-50.21,24.2,6.4
106,Mangrol,0,IN,1580012521,52,21.12,70.12,21.54,5.33
107,Bariloche,100,AR,1580012521,92,-41.15,-71.31,11.25,4.19
108,Narsaq,96,GL,1580012340,61,60.92,-46.05,-10.0,2.6
109,Shostka,11,UA,1580012522,85,51.86,33.47,-0.52,4.44
110,Pangnirtung,100,CA,1580012522,99,66.15,-65.71,-38.27,1.33
111,Chemodanovka,100,RU,1580012522,63,53.23,45.25,0.0,8.49
112,Lebu,0,CL,1580012522,85,-37.62,-73.65,16.24,3.48
113,Cabo San Lucas,40,MX,1580012293,82,22.89,-109.91,20.0,2.1
114,Lompoc,90,US,1580012356,100,34.64,-120.46,13.33,4.6
115,Garden City,90,US,1580012522,96,42.33,-83.33,1.11,3.1
116,Kontagora,0,NG,1580012523,19,10.4,5.47,18.27,3.26
117,Bengkulu,100,ID,1580012413,58,-3.8,102.27,30.8,0.94
118,Houma,90,US,1580012523,87,29.6,-90.72,13.0,2.6
119,Buala,0,SB,1580012523,59,-8.14,159.59,31.43,0.93
120,Wuwei,6,CN,1580012523,51,37.93,102.64,-3.34,1.23
121,Vaini,90,TO,1580012282,88,-21.2,-175.2,27.0,4.6
122,Esperance,95,AU,1580012244,42,-33.87,121.9,28.0,4.1
123,Arrecife,0,ES,1580012524,76,28.96,-13.55,14.0,2.6
124,Kodiak,90,US,1580012256,61,57.79,-152.41,-8.0,9.3
125,Cranbourne,75,AU,1580012524,68,-38.1,145.28,24.44,5.7
126,Bredasdorp,68,ZA,1580012524,82,-34.53,20.04,15.0,4.6
127,Russell,1,US,1580012524,86,32.35,-85.2,7.22,1.97
128,Vardo,100,NO,1580012449,85,70.37,31.11,-8.0,11.8
129,Katsuura,75,JP,1580012232,93,35.13,140.3,6.11,3.1
130,Souillac,40,MU,1580012525,78,-20.52,57.52,26.67,6.2
131,Sabzevar,15,IR,1580012525,70,36.21,57.68,0.09,2.38
132,Sungaipenuh,80,ID,1580012525,84,-2.08,101.38,23.48,0.52
133,Vanino,98,RU,1580012525,68,49.09,140.25,-13.34,2.22
134,Taltal,0,CL,1580012525,83,-25.4,-70.48,19.87,0.77
135,Chenzhou,100,CN,1580012525,91,25.8,113.03,4.93,3.09
136,Aklavik,90,CA,1580012522,68,68.22,-135.01,-26.0,7.2
137,Akdepe,51,TM,1580012525,86,42.06,59.38,-1.0,7.2
138,Dengzhou,100,CN,1580012525,58,37.81,120.75,2.86,6.6
139,Baharly,0,TM,1580012525,80,38.44,57.43,-1.51,4.24
140,Fallon,20,US,1580012526,52,39.47,-118.78,10.0,2.1
141,Rafsanjan,0,IR,1580012526,71,30.41,55.99,1.3,3.94
142,Setermoen,88,NO,1580012526,83,68.86,18.35,-13.33,5.1
143,Yangi Marg`ilon,75,UZ,1580012335,83,40.43,71.72,3.0,3.1
144,Bela Crkva,53,RS,1580012526,92,44.9,21.42,-0.56,1.0
145,Gornopravdinsk,97,RU,1580012523,98,60.05,69.9,-21.7,2.51
146,Lavrentiya,0,RU,1580012258,77,65.58,-171.0,-25.26,1.41
147,Arrondissement de Saintes,100,FR,1580012527,100,45.67,-0.75,11.0,2.4
148,Saint George,1,US,1580012527,53,37.1,-113.58,10.0,0.43
149,Guarapuava,0,BR,1580012527,93,-25.4,-51.46,14.67,0.94
150,Craig,90,US,1580012527,85,40.52,-107.55,-2.78,0.18
151,Oranjemund,97,NA,1580012455,81,-28.55,16.43,18.48,4.56
152,East London,20,ZA,1580012528,83,-33.02,27.91,21.0,6.2
153,Margate,75,GB,1580012421,87,51.38,1.39,8.33,3.6
154,Langxiang,0,CN,1580012528,66,46.95,128.88,-11.54,3.03
155,Yichang,75,CN,1580012528,58,30.71,111.28,6.14,4.21
156,Amalapuram,4,IN,1580012528,78,16.58,82.02,27.0,2.1
157,Brigantine,1,US,1580012529,81,39.41,-74.36,6.11,3.1
158,Deniliquin,31,AU,1580012529,27,-35.53,144.97,33.89,4.92
159,Saskylakh,99,RU,1580012241,93,71.92,114.08,-29.17,7.36
160,Rorvik,100,NO,1580012529,96,64.86,11.24,4.44,12.17
161,Iqaluit,5,CA,1580012529,66,63.75,-68.51,-33.89,4.1
162,Yazman,0,PK,1580012529,52,29.12,71.74,15.76,3.89
163,Mahibadhoo,100,MV,1580012529,77,3.78,72.97,27.36,5.32
164,Rio Gallegos,0,AR,1580012272,53,-51.62,-69.22,10.0,9.3
165,Vilyuysk,93,RU,1580012530,96,63.76,121.62,-32.87,4.66
166,Sinnamary,100,GF,1580012311,83,5.38,-52.95,26.64,8.41
167,Sitka,90,US,1580012450,65,57.05,-135.33,8.0,8.2
168,Coquimbo,0,CL,1580012235,93,-29.95,-71.34,17.0,1.5
169,Saint-Philippe,90,RE,1580012234,83,-21.36,55.77,28.0,3.1
170,Robertson,90,US,1580012530,86,36.52,-86.87,3.0,3.07
171,Pundaguitan,3,PH,1580012530,78,6.37,126.17,27.79,2.87
172,Thompson,90,CA,1580012531,92,55.74,-97.86,-8.0,2.04
173,Pevek,100,RU,1580012271,96,69.7,170.31,-23.02,0.2
174,Meulaboh,100,ID,1580012406,79,4.14,96.13,27.35,1.76
175,Ishigaki,75,JP,1580012531,100,24.34,124.16,23.0,5.1
176,Zhangye,0,CN,1580012288,22,38.93,100.45,-2.8,0.78
177,Qaanaaq,55,GL,1580012531,43,77.48,-69.36,-24.46,1.98
178,Avanuorri,75,NO,1580012532,73,71.0,24.66,-7.0,11.3
179,Moose Factory,90,CA,1580012453,100,51.26,-80.61,-3.0,2.1
180,Bandarbeyla,52,SO,1580012268,81,9.49,50.81,25.71,9.04
181,Sao Filipe,21,CV,1580012291,63,14.9,-24.5,23.3,8.38
182,Faanui,62,PF,1580012306,72,-16.48,-151.75,28.42,3.93
183,Verkhnetulomskiy,75,RU,1580012532,92,68.61,31.8,-15.0,1.94
184,Bubaque,92,GW,1580012532,70,11.28,-15.83,25.48,3.47
185,Novoulyanovsk,90,RU,1580012532,100,54.15,48.39,-2.0,2.0
186,Clyde River,75,CA,1580012427,67,70.47,-68.59,-32.0,4.1
187,Vila Franca do Campo,40,PT,1580012236,82,37.72,-25.43,14.0,2.6
188,Lodingen,64,NO,1580012533,62,68.41,16.0,-2.78,9.8
189,Ponta do Sol,40,PT,1580012533,71,32.67,-17.1,14.0,3.1
190,Boa Vista,95,BR,1580012371,61,2.82,-60.67,28.0,3.6
191,Loule,1,PT,1580012533,100,37.14,-8.02,9.44,2.1
192,Sao Jose da Coroa Grande,40,BR,1580012321,84,-8.9,-35.15,27.52,6.79
193,Kiryat Gat,0,IL,1580012533,93,31.61,34.76,6.67,0.73
194,Tekari,0,IN,1580012533,82,24.93,84.83,13.0,2.46
195,George Town,20,MY,1580012498,70,5.41,100.34,32.0,4.1
196,Ludvika,100,SE,1580012274,80,60.15,15.19,5.56,5.7
197,San Patricio,100,MX,1580012533,70,19.22,-104.7,25.21,3.37
198,Tocopilla,39,CL,1580012534,71,-22.09,-70.2,16.23,0.84
199,Kimbe,85,PG,1580012447,81,-5.55,150.14,28.99,1.6
200,Zhigansk,80,RU,1580012267,89,66.77,123.37,-35.59,5.65
201,Dickinson,90,US,1580012534,72,29.46,-95.05,18.33,4.6
202,Petropavlovsk-Kamchatsky,90,RU,1580012426,79,53.05,158.65,-2.0,3.0
203,Bajil,95,YE,1580012534,86,15.06,43.29,18.64,1.17
204,Petukhovo,100,RU,1580012534,91,55.07,67.9,-8.78,7.26
205,Severo-Yeniseyskiy,90,RU,1580012534,87,60.37,93.04,-12.18,6.03
206,San Luis Obispo,1,US,1580012329,93,35.28,-120.66,13.89,4.6
207,Banes,0,CU,1580012535,88,20.96,-75.72,20.0,1.5
208,Saint-Francois,100,FR,1580012308,92,46.42,3.91,7.22,0.99
209,Beringovskiy,100,RU,1580012535,85,63.05,179.32,-9.59,2.62
210,Ribeira Grande,99,PT,1580012429,74,38.52,-28.7,12.34,2.5
211,Zyryanka,100,RU,1580012535,91,65.75,150.85,-32.21,2.52
212,Safi,3,MA,1580012535,89,32.3,-9.24,10.49,2.47
213,Te Anau,100,NZ,1580012535,79,-45.42,167.72,17.43,3.3
214,Airai,48,TL,1580012535,63,-8.93,125.41,27.89,1.47
215,Skibbereen,75,IE,1580012535,100,51.55,-9.27,8.0,6.2
216,Dwarka,0,IN,1580012536,70,22.24,68.97,21.97,4.23
217,Luderitz,0,NA,1580012536,82,-26.65,15.16,19.0,6.7
218,Taoudenni,10,ML,1580012536,26,22.68,-3.98,19.67,2.07
219,Boyolangu,64,ID,1580012536,74,-8.12,111.89,28.3,3.03
220,Upernavik,100,GL,1580012536,94,72.79,-56.15,-25.69,3.4
221,College,1,US,1580012296,74,64.86,-147.8,-23.33,2.05
222,Dondo,20,MZ,1580012536,94,-19.61,34.74,23.0,2.6
223,Lockport,90,US,1580012271,95,41.59,-88.06,1.11,5.1
224,Buraidah,20,SA,1580012536,100,26.33,43.98,2.0,5.1
225,Le Port,46,RE,1580012537,65,-20.94,55.29,28.0,2.1
226,Palmer,90,US,1580012286,100,42.16,-72.33,7.22,2.6
227,Nishifukuma,75,JP,1580012537,66,33.77,130.47,15.0,4.1
228,Warwick,90,US,1580012537,100,41.7,-71.42,12.0,3.6
229,Grand Gaube,40,MU,1580012537,78,-20.01,57.66,26.67,6.2
230,Abdulino,100,RU,1580012537,95,53.7,53.67,-6.47,1.7
231,Longyearbyen,7,SJ,1580012537,59,78.22,15.64,-18.0,0.5
232,Camopi,100,GF,1580012537,99,3.17,-52.32,22.53,0.98
233,Mendoza,40,AR,1580012457,35,-32.89,-68.83,30.0,3.1
234,Puerto Narino,14,CO,1580012537,94,-3.77,-70.38,26.0,1.19
235,Verkhnevilyuysk,98,RU,1580012538,96,63.45,120.32,-27.89,3.53
236,Puerto Escondido,5,MX,1580012538,74,15.85,-97.07,26.0,0.85
237,Tete,75,MZ,1580012538,100,-16.16,33.59,21.0,1.0
238,Orlik,100,RU,1580012465,66,52.52,99.83,-12.87,1.12
239,Tual,100,ID,1580012443,66,-5.67,132.75,29.6,4.29
240,Sinop,0,TR,1580012444,52,41.77,34.87,5.5,3.12
241,Diamantino,100,BR,1580012538,92,-14.41,-56.45,22.88,1.7
242,Oudtshoorn,75,ZA,1580012538,93,-33.59,22.2,17.0,3.1
243,Talnakh,75,RU,1580012538,77,69.49,88.4,-15.0,5.0
244,Norman Wells,20,CA,1580012252,69,65.28,-126.83,-25.0,6.7
245,Balkanabat,14,TM,1580012539,71,39.51,54.37,-2.15,0.33
246,Dicabisagan,96,PH,1580012539,83,17.08,122.42,24.48,2.44
247,Vanimo,61,PG,1580012539,82,-2.67,141.3,28.55,7.16
248,Hamilton,90,US,1580012294,86,39.18,-84.53,1.11,6.2
249,Daru,36,PG,1580012539,46,-9.08,143.21,35.89,1.26
250,Hofn,82,IS,1580012539,86,64.25,-15.21,3.87,7.17
251,Aktau,40,KZ,1580012539,70,43.65,51.2,6.0,7.0
252,Ukiah,90,US,1580012525,100,39.15,-123.21,14.44,1.5
253,Clarence Town,40,AU,1580012539,49,-32.58,151.78,38.89,5.7
254,Angoche,100,MZ,1580012540,95,-16.23,39.91,23.33,1.49
255,Cuajinicuilapa,0,MX,1580012540,80,16.47,-98.42,23.75,0.33
256,Mount Isa,93,AU,1580012540,83,-20.73,139.5,28.0,2.6
257,Sleaford,100,GB,1580012540,93,53.0,-0.41,7.22,4.6
258,Beausejour,90,CA,1580012540,85,50.06,-96.52,-5.0,5.1
259,Cotonou,21,BJ,1580012540,68,6.37,2.42,22.0,1.5
260,Awjilah,43,LY,1580012540,46,29.11,21.29,10.55,4.2
261,Vestmannaeyjar,100,IS,1580012540,96,63.44,-20.27,0.81,6.85
262,Bad Windsheim,90,DE,1580012541,100,49.5,10.42,0.56,0.73
263,San Andres,20,CO,1580012541,69,12.58,-81.7,27.0,5.1
264,Kataysk,80,RU,1580012541,92,56.29,62.58,-13.64,2.89
265,Nago,90,JP,1580012541,94,26.59,127.98,23.0,7.7
266,Koslan,95,RU,1580012541,97,63.46,48.9,-21.63,1.46
267,Lashio,0,MM,1580012541,37,22.93,97.75,15.86,1.1
268,Athabasca,0,CA,1580012541,83,54.72,-113.29,-4.12,2.47
269,Calama,90,CL,1580012541,100,-22.47,-68.93,14.0,5.7
270,Leshukonskoye,86,RU,1580012541,98,64.9,45.76,-20.34,1.29
271,Paka,40,MY,1580012541,74,4.64,103.44,29.0,2.1
272,Karachi,0,PK,1580012316,87,24.91,67.08,16.0,1.91
273,Hasaki,75,JP,1580012418,86,35.73,140.83,7.22,2.1
274,Deputatsky,62,RU,1580012542,100,69.3,139.9,-40.52,0.32
275,Saint-Pierre,90,RE,1580012543,83,-21.34,55.48,28.0,3.1
276,Sitrah,40,BH,1580012543,66,26.15,50.62,11.0,8.7
277,Marawi,0,PH,1580012287,84,8.0,124.29,28.33,3.58
278,Barcelos,75,PT,1580012274,100,41.54,-8.62,8.0,3.1
279,Helena,90,US,1580012544,69,46.59,-112.04,3.0,3.31
280,Port Hardy,90,CA,1580012545,81,50.7,-127.42,8.0,9.8
281,Belmonte,75,BR,1580012545,83,-15.86,-38.88,27.0,4.6
282,Caravelas,100,BR,1580012545,84,-17.71,-39.25,26.16,8.8
283,Aswan,0,EG,1580012414,61,24.09,32.91,8.0,4.1
284,Minot,90,US,1580012288,86,48.23,-101.3,-1.0,3.6
285,Gilgit,84,PK,1580012546,87,35.92,74.31,-12.39,1.46
286,Pokhara,74,NP,1580012526,65,28.23,83.98,11.57,0.5
287,Dingle,31,PH,1580012546,73,11.0,122.67,28.97,2.33
288,Grand Forks,90,US,1580012542,85,47.93,-97.03,-6.0,3.6
289,Olafsvik,77,IS,1580012263,82,64.89,-23.71,-0.43,6.95
290,Mathbaria,0,BD,1580012539,38,22.29,89.96,18.47,2.0
291,Balikpapan,40,ID,1580012547,74,-1.27,116.83,30.0,1.5
292,Gizo,31,SB,1580012547,68,-8.1,156.84,28.64,3.78
293,Savalia,40,GR,1580012547,93,37.82,21.29,9.0,2.6
294,Micheweni,100,TZ,1580012547,83,-4.97,39.83,27.67,4.48
295,Kavieng,48,PG,1580012266,72,-2.57,150.8,29.37,5.23
296,Dunedin,0,NZ,1580012428,66,-45.87,170.5,20.56,10.79
297,Los Llanos de Aridane,29,ES,1580012264,58,28.66,-17.92,15.0,3.6
298,Chiredzi,74,ZW,1580012547,77,-21.05,31.67,19.99,0.84
299,Urumqi,90,CN,1580012460,84,43.8,87.6,-15.0,0.46
300,Praia,75,CV,1580012286,60,14.92,-23.51,24.0,8.2
301,Chara,46,RU,1580012300,84,56.91,118.26,-17.34,1.19
302,Evanston,90,US,1580012454,86,42.04,-87.69,1.11,4.6
303,Fruitville,1,US,1580012485,81,27.33,-82.46,13.33,3.2
304,Sesimbra,20,PT,1580012548,100,38.44,-9.1,11.67,1.5
305,Ilinskiy,75,RU,1580012442,79,55.62,38.12,0.0,10.0
306,Xining,0,CN,1580012548,45,36.62,101.77,-7.65,2.4
307,Inhambane,20,MZ,1580012427,83,-23.86,35.38,25.0,4.44
308,Racovita,100,RO,1580012549,86,45.7,21.64,1.11,2.6
309,Sarab,0,IR,1580012549,67,38.61,44.99,-11.75,0.48
310,Guider,0,CM,1580012549,17,9.93,13.95,15.61,3.53
311,San Cristobal,40,VE,1580012549,83,7.77,-72.22,25.0,1.0
312,Karratha,0,AU,1580012297,71,-20.74,116.85,29.79,4.26
313,Faya,0,SA,1580012549,41,18.39,42.45,6.0,4.6
314,Cap Malheureux,40,MU,1580012309,78,-19.98,57.61,26.67,6.2
315,Sweetwater,1,US,1580012550,72,25.76,-80.37,18.89,2.97
316,Port Lincoln,32,AU,1580012273,54,-34.73,135.87,23.39,4.55
317,Ratnagiri,100,IN,1580012550,41,16.98,73.3,24.15,0.62
318,Mapimi,75,MX,1580012550,62,25.82,-103.85,15.0,3.42
319,Baghdad,0,IQ,1580012463,75,33.34,44.4,6.0,5.1
320,Lapi,76,PH,1580012550,65,17.72,121.9,25.99,1.34
321,Bonfim,98,BR,1580012550,61,3.08,-59.95,27.36,3.73
322,Cosbuc,63,RO,1580012551,96,47.37,24.4,-3.74,0.34
323,Pankrushikha,87,RU,1580012551,93,53.83,80.34,-16.18,6.0
324,Dawlatabad,30,AF,1580012551,87,36.41,64.91,1.17,1.12
325,Sorong,79,ID,1580012551,58,-0.88,131.25,32.31,1.68
326,Mahebourg,40,MU,1580012551,78,-20.41,57.7,26.67,6.2
327,Abbeville,73,FR,1580012551,100,50.1,1.83,3.33,2.6
328,Siocon,0,PH,1580012551,77,7.71,122.14,27.7,3.96
329,Imeni Poliny Osipenko,21,RU,1580012551,88,52.42,136.49,-23.8,2.62
330,Kota Kinabalu,75,MY,1580012551,75,5.97,116.07,32.0,3.1
331,Nishihara,75,JP,1580012441,94,26.18,127.76,23.0,7.7
332,Irtyshskiy,99,RU,1580012552,96,58.33,68.13,-16.26,2.91
333,Bibiani,19,GH,1580012552,99,6.46,-2.32,20.57,0.49
334,Panguna,0,PG,1580012552,56,-6.32,155.48,29.69,3.12
335,Bahar,0,IR,1580012552,92,34.91,48.44,-11.0,1.0
336,Arlit,0,NE,1580012552,11,18.74,7.39,18.33,3.7
337,Baillif,20,GP,1580012552,88,16.02,-61.75,23.0,0.5
338,La Baule-Escoublac,52,FR,1580012552,93,47.29,-2.36,8.89,2.6
339,Colon,100,PA,1580012553,78,9.36,-79.9,25.0,2.6
340,Lucapa,100,AO,1580012553,92,-8.42,20.74,19.74,1.81
341,Blantyre,6,MW,1580012553,92,-15.79,35.01,17.84,1.31
342,Wahlern,90,CH,1580012553,92,46.83,7.35,1.67,0.96
343,Fairbanks,1,US,1580012553,66,64.84,-147.72,-23.33,2.7
344,Gohpur,0,IN,1580012553,60,26.88,93.63,20.0,1.0
345,Boissevain,90,CA,1580012553,100,49.23,-100.06,-5.56,2.1
346,Churapcha,0,RU,1580012553,93,62.0,132.43,-37.11,1.03
347,Volcan,100,PA,1580012553,76,8.77,-82.63,18.33,3.58
348,Ternate,71,ID,1580012554,75,0.8,127.4,27.79,2.18
349,Kangaatsiaq,100,GL,1580012554,92,68.31,-53.46,-10.44,4.74
350,Leningradskiy,98,RU,1580012554,96,69.38,178.42,-24.75,1.84
351,Saint-Joseph,90,RE,1580012554,83,-21.37,55.62,28.0,3.1
352,Lilongwe,20,MW,1580012554,93,-13.97,33.79,17.0,1.5
353,Ouro Sogui,0,SN,1580012554,37,15.61,-13.32,21.0,1.0
354,Husavik,90,IS,1580012554,92,66.04,-17.34,-3.0,3.1
355,Nova Olinda do Norte,94,BR,1580012554,97,-3.89,-59.09,23.37,1.18
356,Tahoua,5,NE,1580012555,12,14.89,5.27,20.0,3.1
357,Goundam,100,ML,1580012555,10,16.41,-3.67,22.65,4.56
358,Bukoba,75,TZ,1580012555,93,-1.33,31.81,19.0,7.7
359,Altamira,100,BR,1580012555,93,-3.2,-52.21,24.29,0.94
360,Pecos,1,US,1580012555,32,31.42,-103.49,11.0,4.1
361,Hjelset,100,NO,1580012555,93,62.78,7.48,8.0,2.1
362,Acapulco de Juarez,20,MX,1580012233,78,16.86,-99.89,26.0,2.6
363,Warmbad,98,NA,1580012555,73,-28.45,18.73,16.33,5.87
364,Chilpancingo,100,MX,1580012556,96,17.55,-99.5,14.29,1.25
365,Fukuecho,75,JP,1580012350,71,32.69,128.84,13.0,4.6
366,Florianopolis,35,BR,1580012421,94,-27.61,-48.5,22.0,2.6
367,Touros,75,BR,1580012556,94,-5.2,-35.46,26.0,1.5
368,Coyhaique,5,CL,1580012459,50,-45.58,-72.07,14.0,1.5
369,Kruisfontein,89,ZA,1580012556,87,-34.0,24.73,18.17,10.16
370,Gravdal,100,NO,1580012556,68,68.12,13.5,-0.1,11.68
